benefits,company,jk,job_date,job_description,job_details,job_label,job_page_url,job_title,location,qualifications,rating,salary,scrape_time,state,zipcode
,Bank of America Corporation,50329833,3d ago,"Job DescriptionJob Description:Team members possess a broad set of skills necessary to evaluate financial risk, produce regulatory reporting and evaluate portfolio risk for emerging, systemic, concentration, and idiosyncratic risks.They collaborate with business partners to identify risk mitigation strategies.They possess high levels of skill in portfolio analysis, econometrics, financial analysis, and data visualization.Successful candidates will have a Masters or PhD in Math, Economics, Statistics, or similar discipline, and a minimum 5 years relevant experience.LeadershipBusiness Acumen and CommunicationUnderstanding of credit productsFormal project managementData Sourcing, Wrangling, Intuition, VisualizationAdvanced Data Science Concepts (Machine Learning, Deep Learning)Software Engineering / DevelopmentLanguages: Python, R, SQLDatabase Tools: Hadoop, Teradata, Exadata(Oracle)Other: Tableau, Jira,, AlteryxEducation: Data Science, Engineering, Statistics/Mathematics, Computer Science, EconomicsJob Band:H4Shift:1st shift (United States of America)Hours Per Week:40Weekly Schedule:Referral Bonus Amount:0 --> Job Description:Team members possess a broad set of skills necessary to evaluate financial risk, produce regulatory reporting and evaluate portfolio risk for emerging, systemic, concentration, and idiosyncratic risks.They collaborate with business partners to identify risk mitigation strategies.They possess high levels of skill in portfolio analysis, econometrics, financial analysis, and data visualization.Successful candidates will have a Masters or PhD in Math, Economics, Statistics, or similar discipline, and a minimum 5 years relevant experience.LeadershipBusiness Acumen and CommunicationUnderstanding of credit productsFormal project managementData Sourcing, Wrangling, Intuition, VisualizationAdvanced Data Science Concepts (Machine Learning, Deep Learning)Software Engineering / DevelopmentLanguages: Python, R, SQLDatabase Tools: Hadoop, Teradata, Exadata(Oracle)Other: Tableau, Jira,, AlteryxEducation: Data Science, Engineering, Statistics/Mathematics, Computer Science, EconomicsJob Band:H4Shift:1st shift (United States of America)Hours Per Week:40Weekly Schedule:Referral Bonus Amount:0 Job Description:Team members possess a broad set of skills necessary to evaluate financial risk, produce regulatory reporting and evaluate portfolio risk for emerging, systemic, concentration, and idiosyncratic risks.They collaborate with business partners to identify risk mitigation strategies.They possess high levels of skill in portfolio analysis, econometrics, financial analysis, and data visualization.Successful candidates will have a Masters or PhD in Math, Economics, Statistics, or similar discipline, and a minimum 5 years relevant experience.LeadershipBusiness Acumen and CommunicationUnderstanding of credit productsFormal project managementData Sourcing, Wrangling, Intuition, VisualizationAdvanced Data Science Concepts (Machine Learning, Deep Learning)Software Engineering / DevelopmentLanguages: Python, R, SQLDatabase Tools: Hadoop, Teradata, Exadata(Oracle)Other: Tableau, Jira,, AlteryxEducation: Data Science, Engineering, Statistics/Mathematics, Computer Science, EconomicsShift:1st shift (United States of America)Hours Per Week:40 Learn more about this roleSee More Valid through: 3/1/2022",Finance & Insurance,,https://www.theladders.com/job/sr-quantitative-finance-analyst-bankofamerica-jersey-city-nj_50329833,"Sr Quantitative Finance Analyst at Bank of America Corporation in Jersey City, NJ","Jersey City, NJ 07302  + 2 other locations",, , ,2022-01-08 10:46:03.649259,,
,JP Morgan Chase & Co.,50322807,3d ago,"Job DescriptionJob Description Wholesale Payments, Liquidity Solutions, Client Deposit Pricing, Vice President    Liquidity Solutions (""LS"") is globally responsible for product management, marketing and sales of deposit and investment products to Wholesale Payments clients as well as management of the Wholesale Payments balance sheet.   Liquidity Solutions is an integral part of the Wholesale Payments business franchise and Liquidity Solutions works closely with business partners across JPMorgan, such as Corporate Treasury, JPMorgan Asset Management and third party providers, to deliver the right mix of cash and short-term investment products to the Wholesale Payments client base.   The Client Deposit Pricing function broadly focuses on providing analytical support to determine the net interest income revenue associated with client balances based on client payout, scenario analyses/net interest income breakeven analysis based on balances/rates. This role requires close coordination with Product Sales Specialists and Sales to vet the rationale for exception rate client payouts, compute net interest income and impact to shareholder value for rate exceptions as well as client beta rate changes related to Federal Reserve pricing action on the Target Federal Funds Rate. The function requires close coordination with other geographic regions (EMEA, APAC and LATAM) and business divisions including the Commercial Bank and Investor Services for overlapping clients requiring coordinated pricing evaluation and exception approvals. All pricing exception requests require adherence to approval policy guidelines and documentation. This role requires tracking all approved exceptions along with qualified exception approvals for follow-up client performance metrics.   The Liquidity Solutions Client Deposit Pricing Vice President will report to the WHEM Liquidity Solutions Client Deposit Pricing Team Manager.   This person will support the Product Sales Specialists (PSS) team in aligning with TSM's, bankers and other product partners covering specific industry segments in vetting the exception rate request and provide the necessary analytics. Roles and responsibilities include:    Provide analytics to determine the value proposition of balances given rate paid to the client (net interest income analysis, shareholder value (SVA), and payment flow projections.   Support the production of all the exception pricing approval tracking and follow-up client performance analytics and governance   Support the PSS team in client pricing analysis balance opportunities with all on-balance sheet liquidity products.   Understand pricing sensitivity for each client and Sales Segment     Balance Management   Understand balance and client payout relationships for all clients   Follow up with sales to understand balance attrition, balance spikes and volatility       Overall skill sets and requirements include:     Requirements     Minimum 5+ years of data analytics, technical expertise/ease in working with Microsoft Office Suite and internal bank systems (e.g., WCP, TSD, Deal Manager, etc.) A plus if candidate has experience in liquidity investments, sales and/or transactional banking products.     Competencies     Banking knowledge, including knowledge of Treasury Services products   Strong quantitative and qualitative analytical skills - specifically, proven ability to present findings in concise and cogent written presentations   Strategic thinker with the ability to motivate and drive tactical execution   Ability to multi-task in a fast-paced environment     Skills     Leadership and influencing skills   Communication and presentation skills   Organizational and administrative skills   Proficiency in Microsoft Office Suite including Word, Excel and PowerPoint (PitchPro)     Education    Undergraduate degree required; proven Treasury Management experience a plusAbout UsJPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs. The health and safety of our colleagues, candidates, clients and communities has been a top priority in light of the COVID-19 pandemic. JPMorgan Chase was awarded the ""WELL Health-Safety Rating"" for all of our 6,200 locations globally based on our operational policies, maintenance protocols, stakeholder engagement and emergency plans to address a post-COVID-19 environment. As a part of our commitment to health and safety, we have implemented various COVID-related health and safety requirements for our workforce. These requirements may include sharing information in the firm's vaccine record tool, vaccination or regular testing, mask wearing, social distancing and daily health checks. Requirements may change in the future with the evolving public health landscape. JPMorgan Chase will consider accommodation requests. Equal Opportunity Employer/Disability/VeteransAbout the TeamThe Corporate & Investment Bank is a global leader across investment banking, wholesale payments, markets and securities services. The world's most important corporations, governments and institutions entrust us with their business in more than 100 countries. We provide strategic advice, raise capital, manage risk and extend liquidity in markets around the world. The Wholesale Payments Product Delivery organization is responsible for scaling and integrating payments platforms across Commercial Banking and the Corporate & Investment Bank, by defining the product strategy, segmenting clients and packing solutions against these segments, determining the end-to-end delivery strategy, managing product launches and enabling the sales teams.See More Valid through: 3/1/2022",Finance & Insurance,,https://www.theladders.com/job/payments-liquidity-solutions-client-deposit-pricing-vice-president-jpmorganchase-jersey-city-nj_50322807,"Payments-Liquidity Solutions Client Deposit Pricing, Vice President at JP Morgan Chase & Co. in Jersey City, NJ","Jersey City, NJ 07302 ",, , ,2022-01-08 10:46:04.559328,,
,JP Morgan Chase & Co.,50322853,3d ago,"Job DescriptionJob Description JPMorgan Asset Management (Europe) S. a r.l. (JPMAME) Luxembourg  JPMAME AML Team  The Team is the first line of defense that is responsible for the onboarding of clients (direct investors) and distributors in JPMorgan Luxembourg domiciled funds. The team performs due diligence in accordance with the applicable Luxembourg Anti-Money Laundering regulations and Know-Your Customer standards.  Team members will work closely with Client Service teams across the jurisdictions in which we operate to establish the level of due diligence required based on client type, location and their activity and will perform due diligence based on documents received, including updating client KYC record, performing client and related parties screening, resolving screening alerts, escalating exceptions. The team members are also responsible for instructing the Transfer Agents to open client accounts, once due diligence is completed.  The Role - Vice President  In your role you will report directly to the JPMAME Head of AML, providing support in the day to day organization and control of the team's activities. You will: Manage the team responsible for onboarding of clients investing in Luxembourg Alternative Funds, under the Luxembourg AML LawsPerform quality checking of clients' KYC recordsManage the upkeep and implementation of procedures and systems to ensure complianceSeek to improve efficiencies of processes where neededEnsure all queries are answered timelyEnsure all daily assigned workload is completedHelp team members prioritize their workloadAssist team members in more complex casesDeputise for the manager, acting as a point of escalationParticipate in group projectsAssist the manager as a key liaison point for both regulatory and inspectionsAssist the manager in providing ongoing support and advice to relevant stakeholders on financial crime matters and alert management on risksParticipate in educational training on financial crime related subjectsAssist the manager in proactively playing an active role in people management and the development of more junior team membersKeep a pace with market standardsSuch other duties as may be assigned from time to time Profile/Qualifications Good knowledge of Luxembourg Fund IndustryGood understanding of Luxembourg anti-money laundering laws rules and regulations in particular circulars and laws issued by the CSSFRelevant experience on the global sanctions regimeA technically strong and astute individual who has a proven history of implementing value add change initiativesPartnership and team management skills - a team player with a professional and proactive approach to work with a positive attitudeHighly organized, proactive and communicative - ability to work at a high level of precisionAbility to run mini-projects and design new processesDealing with complex issues/initiatives - lead and propose solutionsExcellent written and oral EnglishAbility to make sound decisions, including escalation where appropriateAbility to build strong working relationships with other business aligned functions across the regions in which we operateMinimum 5 years' experience in similar roleAbout UsJ.P. Morgan is a global leader in financial services, providing strategic advice and products to the world's most prominent corporations, governments, wealthy individuals and institutional investors. Our first-class business in a first-class way approach to serving clients drives everything we do. We strive to build trusted, long-term partnerships to help our clients achieve their business objectives.We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.About the TeamJ.P. Morgan Asset & Wealth Management delivers industry-leading investment management and private banking solutions with client assets of $4 trillion. Asset Management provides individuals, advisors and institutions with strategies and expertise that span the full spectrum of asset classes through our global network of investment professionals. Wealth Management helps individuals, families and foundations take a more intentional approach to their wealth or finances to better define, focus and realize their goals.See More Valid through: 3/1/2022",Finance & Insurance,,https://www.theladders.com/job/asset-management-client-service-aml-team-manager-alternative-funds-vice-president-jpmorganchase-brooklyn-ny_50322853,"Asset Management Client Service - AML Team Manager - Alternative Funds - Vice President at JP Morgan Chase & Co. in Brooklyn, NY","Brooklyn, NY 11201 ",, , ,2022-01-08 10:46:05.640206,,
,JP Morgan Chase & Co.,50328541,3d ago,"Job DescriptionJob DescriptionThe Payments Transformation and Execution team drives strategic initiatives for the Payments management committee to enable innovative capabilities now and into the future. As a member of the Agility Center of Excellence (CoE) team, you will help design, develop and enable the execution of the target state product and technology operating model and agility strategy across all geographies for all products across Payments. The scope of the role spans all JPM Payment products including those supporting Sales, Client Service & Implementations as well as Operations. This initiative is a top strategic priority for Payments and will raise the competitive profile of the Payment business, allow us to continue to provide a market-leading solutions and client experience, while improving time-to-market, productivity, quality and customer-centricity. Key responsibilities of team with varying levels of ownership and authority:Evaluate the current state of product management and technology capabilities in the organization and determine maturity levels for each product areaDesign the agility models, practices / processes and ceremonies for product management and technology teamsCraft the strategy to pilot and drive adoption of target state agility practices and tools across the organizationDevelop a 'playbook' and strategy for capability building and tooling to enable business agility at scaleCollaborate with key stakeholders to design, develop and deliver capability building initiatives via multiple modalities (in-person immersion, on-demand trainings, certification paths)Partner with senior leaders to cultivate and reinforce an agile mindset and cultureOversee, train and manage agile coaches supporting roll-out in order to ensure consistency in approach and coaching practicesAdvise the senior leadership team on product management best practices in financial services and other industries, playing the role of a thought leaderInform the direction of other transformation workstreams including investment prioritization and governance, organizational strategy and product taxonomyDesign and lead the analytics, metrics and reporting strategy to measure progress of the CoE. Provide voice of Product, Technology, Operations and other teams to ensure improvement opportunities are prioritized and executedAct as owner of key artifacts, tools and processes for CoE - refining, updating and refreshing them as the program maturesQualifications and Skills Preferred:Strong presentation and communication skills - can influence across all levels of the organizationTrack record of success in developing and executing large-scale initiativesConsiderable experience in product management and product development life cycle - from ideation to delivery and value captureStrong understanding of agile frameworks and their suitabilityStrong experience executing and scaling agility practicesIdeally, strong knowledge and understanding of Transaction Banking business models, products, and clientsExperience with and/or prior collaboration with Sales, Operations and TechnologyStrong partnership skillsStrategic thinker who understands and supports the goals and direction of the firmBachelors degree, MBA preferredAbout UsJPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs. The health and safety of our colleagues, candidates, clients and communities has been a top priority in light of the COVID-19 pandemic. JPMorgan Chase was awarded the ""WELL Health-Safety Rating"" for all of our 6,200 locations globally based on our operational policies, maintenance protocols, stakeholder engagement and emergency plans to address a post-COVID-19 environment. As a part of our commitment to health and safety, we have implemented various COVID-related health and safety requirements for our workforce. These requirements may include sharing information in the firm's vaccine record tool, vaccination or regular testing, mask wearing, social distancing and daily health checks. Requirements may change in the future with the evolving public healthlandscape. JPMorgan Chase will consider accommodation requests.Equal Opportunity Employer/Disability/VeteransAbout the TeamThe Corporate & Investment Bank is a global leader across investment banking, wholesale payments, markets and securities services. The world's most important corporations, governments and institutions entrust us with their business in more than 100 countries. We provide strategic advice, raise capital, manage risk and extend liquidity in markets around the world.See More Valid through: 3/1/2022",Finance & Insurance,,https://www.theladders.com/job/jpm-payments-transformation-and-execution-agility-center-of-excellence-vp-jpmorganchase-jersey-city-nj_50328541,"JPM Payments - Transformation and Execution - Agility Center of Excellence - VP at JP Morgan Chase & Co. in Jersey City, NJ","Jersey City, NJ 07302 ",, , ,2022-01-08 10:46:06.173583,,
,JP Morgan Chase & Co.,50328399,3d ago,"Job DescriptionJob DescriptionThe ideal candidate will have a strong knowledge of ML, NLP, Deep Learning, Knowledge Graphs and have experience working with massive amounts of data. They should also have strong software engineering skills and the ability to build systems that reach JP Morgan scale. What You'll Do:   Build and train production grade ML models on large-scale datasets to solve various business use cases for Commercial Banking. Use large scale data processing frameworks such as Spark, AWS EMR for feature engineering and be proficient across various data both structured and un-structured. Use Deep Learning models like CNN, RNN and NLP (BERT) for solving various business use cases like name entity resolution, forecasting and anomaly detection. Ability to build ML models across Public and Private clouds including container-based Kubernetes environments. Develop end-to-end ML pipelines necessary to transform existing applications and business processes into true AI systems. Build both batch and real-time model prediction pipelines with existing application and front-end integrations.  You will collaborate to develop large-scale data modeling experiments, evaluating against strong baselines, and extracting key statistical insights and/or cause and effect relations.  Basic Qualifications:   Advanced Degree in field of Computer Science, Data Science or equivalent discipline. Minimum 5+ years of working experience as a data scientist Expertise with Python, PySpark, DL frameworks like TensorFlow and MLOps.   Experience in designing and building highly scalable distributed ML models in production (Scala, applied machine learning, proficient in statistical methods, algorithms) Experience with analytics (ex: SQL, Presto, Spark, Python, AWS suite)   Experience with machine learning techniques and advanced analytics (e.g. regression, classification, clustering, time series, econometrics, causal inference, mathematical optimization)   Experience working with end-to-end pipelines using frameworks like KubeFlow, TensorFlow and/or crowd-sourced data labeling a plus About UsJPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs. The health and safety of our colleagues, candidates, clients and communities has been a top priority in light of the COVID-19 pandemic. JPMorgan Chase was awarded the ""WELL Health-Safety Rating"" for all of our 6,200 locations globally based on our operational policies, maintenance protocols, stakeholder engagement and emergency plans to address a post-COVID-19 environment. As a part of our commitment to health and safety, we have implemented various COVID-related health and safety requirements for our workforce. These requirements may include sharing information in the firm's vaccine record tool, vaccination or regular testing, mask wearing, social distancing and daily health checks. Requirements may change in the future with the evolving public health landscape. JPMorgan Chase will consider accommodation requests. Equal Opportunity Employer/Disability/VeteransAbout the Team  The Chief Technology Office oversees enabling components inclusive of the top quality engineering and architecture tools and practices, key program management and processes as well as the technology workforce strategy required to make us a leading technology company for our customers, clients and colleagues around the world.      High Risk Roles (HRR) are sensitive roles within the technology organization that require high assurance of the integrity of staff by virtue of 1) sensitive cybersecurity and technology functions they perform within systems or 2) information they receive regarding sensitive cybersecurity or technology matters. Users in these roles are subject to enhanced pre-hire screening which includes both criminal and credit background checks (as allowed by law). The enhanced screening will need to be successfully completed prior to commencing employment or assignment.  See More Valid through: 3/1/2022",Finance & Insurance,,https://www.theladders.com/job/sr-staff-applied-machine-learning-engineer-jpmorganchase-jersey-city-nj_50328399,"Sr./Staff Applied Machine Learning Engineer at JP Morgan Chase & Co. in Jersey City, NJ","Jersey City, NJ 07302  + 2 other locations",, , ,2022-01-08 10:46:06.862370,,
,National Grid,50328092,3d ago,"Job DescriptionIn accordance with guidelines regarding companies classified as Federal contractors and consistent with our core commitment of safety, National Grid has made the decision to require all new hires to be fully COVID-19 vaccinated as a condition of hire. 'Full vaccination' is defined as two weeks after both doses of a two-dose vaccine or two weeks since a single-dose vaccine has been administered. Anyone unable to be vaccinated, either because of a religious belief or a disability can request a reasonable accommodation.About usNational Grid is hiring a Business Assurance Manager position. Thisposition can be located in Waltham, MA or Brooklyn, NY.Everyday we deliver safe and secure energy to homes, communities, and businesses. We are there when people need us the most. We connect people to the energy they need for the lives they live. The pace of change in society and our industry is accelerating and our expertise and track record puts us in an unparalleled position to shape the sustainable future of our industry.To be successful we must anticipate the needs of our customers, reducing the cost of energy delivery today and pioneering the flexible energy systems of tomorrow. This requires us to deliver on our promises and always look for new opportunities to grow, both ourselves and our business.To deliver high quality learning experiences that meet clients' technical, regulatory and safety learning needs through a blended learning approach and support the design and development of learning solutions.Job PurposeTo lead and coordinate a team of auditors to carry out process safety, occupational safety, environment and sustainability risk-based audits and identify and minimise risks that may impact the achievement of objectives. Manage teams to provide recommendations that drive effective and efficient controls and processes, leveraging best practices with a focus on continuous improvement.Key AccountabilitiesDevelop effective Assurance strategies, plans and objectives for NGV to deliverperformancewithin our risk and SHE policy framework.Lead and motivate a team of assurance specialists across the US to deliver the NGV strategy and create the agreed step change in our controls-based culture. Establishing effective Safety, Environment, Wellbeing, Risks and Business assurance strategies, that align with NGV's legislative and regulatory, risk controls, and compliance requirements.Establish and deliver a risk-based second line assurance programme, reporting outcomes to relevant NGV business and NGV Exec governance groups.Provide controls enhancement advice and expertise to NGV business managers including support to embed and implement 1st line controls self-assessmentsFacilitate and lead on ensuring NGV cross business learning, and external lessons learned where relevant.Through our Business Management Standards (BMS), ensure that NGV has identified gaps and has developed robust plans to ensure compliance with the appropriate BMS implementation timeframes.Create and maintain critical network across NGV senior management teams and 1st line assurance stakeholders to enable effective assurance program delivery. QualificationsSuitable technical/professional qualification or equivalent experienceWorking knowledge of effective Safety and Environmental Management System. Knowledge of the NGV portfolio of businesses operating in the UK and US.Relevant experience in designing and delivering SHE and/or Business Assurance activities.Experienced project/ programme planner coupled with change management and performance improvement.Relevant membership of, and/or qualification issued by a professional body.Knowledge of PAS200/ISO22301 (for BCM), ISO18000 (for safety), BS11200 (for crisis management), ISO9001 (Quality), ISO55001 (Asset Management), ISO14001 (Environmental) or other related standards would be advantageousDegree or equivalent qualification in a relevant field. Over 5 years experience in an Assurance, Risk, Compliance or controls field. Desirable but not required, PIIA qualification or equivalent.Membership of, and/or qualification issued by a professional body.More InformationPlease be advised that due to the nature of this position, incumbents are subject to federal Drug & Alcohol safety regulations governing US Department of Transportation ('DOT') covered positions, including the Federal Motor Carrier Safety Administration (FMCSA) and Pipeline Hazardous Material Safety Administration (PHMSA). As such, the Company's testing programs and policies regarding the use of federally prohibited drugs or alcohol, for recreational or medical purposes, will remain in effect for these safety-sensitive, DOT covered positions.National Gridis an equal opportunity employer thatvaluesa broad diversity of talent, knowledge, experience and expertise.We foster a culture ofinclusion that drives employee engagement to deliver superior performance to the communities we serve.National Grid is proud to bean affirmative action employer. We encourage minorities, women, individuals with disabilities and protected veterans to join the National Grid team.See More Valid through: 3/1/2022",Energy & Utilities,,https://www.theladders.com/job/manager-sher-assurance-and-compliance-nationalgridus-brooklyn-ny_50328092,"Manager, SHER Assurance and Compliance at National Grid in Brooklyn, NY","Brooklyn, NY 11201 ",, , ,2022-01-08 10:46:08.242629,,
,Lord Abbett,50328051,3d ago,"Job DescriptionThe RoleWe’re looking to add a Quantitative Analyst to the Product Design team, reporting to the Director of Product Design. The Product Design team drives the sector and asset class allocation for the firm’s retail funds and institutional accounts. The group oversees the strategy and allocations for all current products and researches future initiatives across fixed income, equities, alternatives, and multi-asset class strategies, both domestic and global. This role will initially focus on improving and expanding our fixed income offerings. This front-office role will interface directly with leaders in client services and with portfolio managers, having a visible impact on how portfolios are invested.We’ll trust you to:• Carry out and present statistical/econometric analysis of actual and simulated multi-sector portfolio returns, correlations, and risk characteristics• Design proprietary strategic allocations based on portfolio optimization, risk/return analysis, and the needs of our clients. Present your results to investments team stakeholders, client services, and directly to clients• Participate in the development and maintenance of the group’s proprietary infrastructure, generating daily updates for our models and analytics• Develop models and tools providing actionable recommendations which increase the risk-adjusted returns of our portfoliosYou'll need to have:• PhD in finance/economics or a highly quantitative discipline (engineering, mathematics, physics, etc.) preferred, or masters in quantitative finance plus equivalent demonstrated experience• 2-4 years of post-PhD experience in a risk or quant research role is preferred (we would also consider recent PhD graduates)• Familiarity with statistics/econometrics, portfolio optimization techniques (Markowitz, Black-Litterman), factor models, and working with financial data sets• Practical knowledge of fixed income analytics (e.g. effective and partial durations, option-adjusted spread, average life, probability of default)• Strong hands-on experience with python/pandas and SQL• Passion for the financial markets and investment management, as well as broad asset class knowledge, particularly within fixed income• Ability to solve complex problems efficiently in a tight deadline environment• Excellent communication and presentation skills, both spoken and writtenSee More Valid through: 3/1/2022",Finance & Insurance,,https://www.theladders.com/job/quantitative-analyst-product-design-lordabbett-jersey-city-nj_50328051,"Quantitative Analyst - Product Design at Lord Abbett in Jersey City, NJ","Jersey City, NJ 07302 ",, , ,2022-01-08 10:46:09.455599,,
,Lord Abbett,50328032,3d ago,"Job DescriptionThe RoleThe individual will be responsible for day-to-day Agency Mortgage Backed Securities (MBS) portfolio management and driving top-tier performance. Experience with asset selection, risk management and expertise in analyzing, recommending, and executing transactions will be critical aspects of this position.We’ll trust you to:Develop and maintain framework for portfolio construction and cross-sector relative value analysisIdentify, analyze, and execute transactions in the Agency MBS marketBuild and maintain strong relationships with trading desks and research analystsIdentify value and risk on a security level and compare relative value across assets in multi-sector portfoliosMaintain accurate analytics, modeling and valuation of securitiesCompile market information and develop presentations to senior leadership, sales and marketing, and clientsRepresent Lord Abbett and engage with existing and prospective clients as well as the broader investment communityDemonstrate the highest standards of business leadership, ethics, intellectual curiosity, and collaborationProvide investment thought leadership, insights, and recommendations on Agency MBS market related topicsYou'll need to have:Substantial relevant experience (ideally 5+ years) in the Agency MBS market, recent asset management experience is preferredThorough understanding of prepayment and OAS models and related risk metricsA well-articulated investment philosophy and demonstrated track record of outperformanceAbility to articulate complex investment models in a clear and concise manner with internal and external constituentsAbility to multi-task across analytical, tactical, and research activities in a detail oriented and timely mannerExceptional verbal and written communication skillsA highly motivated and results-oriented mentalityBachelor’s degree or equivalent; an advanced degree such as an MBA and/or the CFA designation is viewed as a plusSee More Valid through: 3/1/2022",Finance & Insurance,,https://www.theladders.com/job/agency-mbs-portfolio-manager-lordabbett-jersey-city-nj_50328032,"Agency MBS Portfolio Manager at Lord Abbett in Jersey City, NJ","Jersey City, NJ 07302 ",, , ,2022-01-08 10:46:10.058861,,
,Lord Abbett,50327993,3d ago,"Job DescriptionThe RoleOur Real Estate Credit team is in search of an Associate Portfolio Manager (APM) to help drive and maximize the performance of the team's portfolio. The APM is responsible for trade generation and execution, monitoring portfolio positioning, maintaining cashflow projections, generating and aggregating investment documentation, and assisting in client service requests.We’ll trust you to:Monitor market liquidity and trading developments across real estate credit marketsEnsure best execution for all desk trading activityMaintain awareness of credit views and analytical modeling considerations to support trading practicesDevelop and maintain strategic relationship with market makers to ensure best execution and in-depth market commentary/coverageProvide portfolio managers and analysts with updated market news, trading activity and potential impact on market pricingProvide updated cashflows and security information as neededYou'll need to have:Bachelor’s degree or equivalent; CFA designation is viewed as a plus5+ years of experience in real estate creditExtensive knowledge of RMBS credit models and instrument types; familiarity with additional products including Residential Whole loans and CMBS is viewed as a plusAbility to meaningfully contribute and collaborate effectively with investment teams and external partnersAbility to proactively generate trade ideas for portfolio implementationStrong interpersonal and communication skills and experience in a collaborative, team-based, results-oriented environmentSee More Valid through: 3/1/2022",Finance & Insurance,,https://www.theladders.com/job/associate-portfolio-manager-real-estate-credit-lordabbett-jersey-city-nj_50327993,"Associate Portfolio Manager, Real Estate Credit at Lord Abbett in Jersey City, NJ","Jersey City, NJ 07302 ",, , ,2022-01-08 10:46:10.986700,,
,Lord Abbett,50327961,3d ago,"Job DescriptionThe RoleThe MACS Portfolio Manager should be a creative thinker with the skills to capture broad shaping forces across asset classes and financial markets worldwide, and translate them into investable portfolios. We’re seeking an individual who has a high degree of curiosity about global politics, economic policy, and financial markets along with a naturally skeptical approach that challenges conventional wisdom. The MACS PM will support investment teams across a range of global asset classes and strategies. You will work on portfolio construction, determine strategic asset allocation, and help design/develop new strategies and multi-asset class products. The successful candidate will enjoy working as part of a team and be willing to join in a culture that values excellence, responsibility, transparency, and collaboration.We’ll trust you to:Suggest improvements to MACS models and investment processGenerate insights from following macro and micro trends across markets and geographiesDevelop relevant information and make presentations to senior leadership, sales and marketing, and clientsDemonstrate the highest standards of business leadership, ethics, intellectual curiosity, and collaborationYou'll need to have:An advanced academic degree in a relevant field and 5 or more years of work experience are requiredPrior portfolio management or research experience in the field of investments is welcomed, but not requiredAbility to articulate complex investment models in a clear and concise manner to internal and external constituents with varying backgrounds and orientationsStrong communications skillsA highly motivated and results-oriented mentalitySee More Valid through: 3/1/2022",Finance & Insurance,,https://www.theladders.com/job/portfolio-manager-multi-asset-class-strategies-macs-lordabbett-jersey-city-nj_50327961,"Portfolio Manager, Multi-Asset Class Strategies (MACS) at Lord Abbett in Jersey City, NJ","Jersey City, NJ 07302 ",, , ,2022-01-08 10:46:11.716554,,
