
benefits,company,jk,job_date,job_description,job_details,job_label,job_page_url,job_title,location,qualifications,rating,salary,scrape_time,state,zipcode
,Alaska Airlines,faf0864eff76bbdc,2 days ago,"Company Alaska Airlines
The Team
Our airport teams work together to move guests and their belongings from curb to cabin, creating remarkable experiences along the way. Whether customer-facing or behind the scenes, we want to hear from you if you can be welcoming to people from all walks of life, think on your feet, and manage a flexible schedule. In return, you’ll receive a competitive total rewards package, professional development opportunities, and other benefits that are all designed to take your places.
Role Summary
The Customer Service Agent is responsible for assisting guests with travel needs at Alaska Airlines (AS). As a member of the passenger service team, this individual contributor role responds to guest inquiries and performs various tasks in ticketing, check-in, and boarding areas. This is a union represented position.
Key Duties
Assist guests with travel needs (e.g., answering inquiries, ticketing, checking-in passengers, and boarding flights) in a fast-paced environment.
Sell tickets and ensure cabin accommodations.
Perform computer, iPad and paperwork tasks.
Evaluate and prepare flights by arranging seat assignments and load, coordinating special meals, and upgrades.
Perform boarding and gate duties (e.g., checking flight tickets, assisting and directing passengers, making announcements, checking aircraft, and confirming cabin security).
Process and secure passenger luggage.
At the direction of management, may be assigned to perform duties of varying capacities to ensure complete guest satisfaction.
Job-Specific Experience, Education & Skills
Required
6 months of customer service or community service experience.
Possess exceptional interpersonal and communication skills (e.g., verbal, written, listening).
Typing speed of at least 25 WPM.
Ability to consistently lift 50 lbs.
Must be able to bend, stoop, squat, reach and grasp.
Flexibility to work varied shifts (e.g., weekends, holidays).
Ability to participate in paid training.
Ability to learn and operate a computerized reservation system.
Ability to adapt to performing work according to set procedures.
Ability to anticipate needs of others in a fast-paced environment.
Ability to communicate in English.
High school diploma or equivalent.
Minimum age of 18.
Must be authorized to work in the U.S.
Job-Specific Leadership Expectations
Embody our values to own safety, do the right thing, be kind-hearted, deliver performance, and be remarkable.
COVID-19 Vaccination Requirement
Where permitted by applicable law, new hires must have received the COVID-19 vaccine. The Company will provide reasonable accommodations to qualified employees with disabilities or for a sincerely held religious belief.
Starting Rate
USD $17.75/Hr.
Total Rewards
Medical, dental and vision benefits
401k program with a company match up to 6%
Monthly incentive pay plan up to $150 per month
Annual incentive pay plan with a target 5% payout of annual earnings
Generous paid time off
Unlimited standby travel benefits on Alaska Airlines & Horizon Air
Apply by 7:00 PM Pacific Time on 1/10/2022
Employment Type Full-Time
FLSA Status Non-Exempt
Regular/Temporary Regular
Requisition ID 2022-7173
Equal Employment Opportunity Alaska Airlines and Horizon Air are proud to be an Equal Employment Opportunity and Affirmative Action employer that is committed to diversity, equity, and inclusion. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy, sexual orientation, gender identity, and gender expression), national origin, age, protected veteran or disabled status, genetic information (including family medical history) or other legally protected characteristics. Qualified applicants with criminal histories will also be considered for employment, consistent with applicable federal, state, and local law. People of color, women, LGBTQIA+, immigrants, veterans and persons with disabilities are encouraged to apply. We are an E-Verify ® employer, where required by law.", ,,http://www.indeed.com/rc/clk?jk=faf0864eff76bbdc&fccid=4cdc512b3763b02a&vjs=3,Customer Service Agent, ,,3.8,$17.75 an hour,2022-01-08 11:11:54.734533,,
, ,-House-Cleaning/,Report job,"WELCOME!We are so excited to be recruiting for more professional house cleaners. If you enjoy cleaning, working independently, and having a work-life balance then this may be for you!Create your own schedule, and get paid up to $1400/ per week + TIPS!LOOKING FOR: Professional House CleanerPAY: $27 - $35LOCATION:  Los Angeles, CASHIFT:  Day time Afternoon Typically 8-6 pmHOURS:  Part-Time/Full-TimeIf you are ready to work somewhere you love: Ready to make a difference in people's lives.Get rewarded for your hard work! (Up to $1400 / Week)Enjoy a flexible work-life balance.Enjoy working with happy customers in Los Angeles, and accepting tips!Love having a flexible schedule that works for you!There's a reason the cleaners LOVE staying with us for years and we would love to show you why!Duties: Clean residential houses, Airbnb, Vacation rental homes, and staged homesClean kitchen, living room, dining room, dusting, mopping, sweeping, etc.Do an assessment prior to cleaning to set the client's expectationMust work independently and work smartRequirements: Paid House Cleaning Experience especially in Los AngelesReliable TransportationCleaning Supplies & EquipmentSmart PhoneEnjoy working with a 5 Star Cleaning Service and Join Our Company Today!''Work Location:Multiple locationsJob Types: Full-time, Part-timeSalary: $1,080.00 - $1,400.00 per weekWillingness to travel:25% (Preferred)Work Location: Multiple Locations", ,,http://www.indeed.com/company/LA-House-Cleaning/jobs/Housekeeping-House-Cleaner-a8316ef98144cf9c?fccid=7f3a9a6eb2205702&vjs=3,Housekeeping/House Cleaner (Flexible Schedule + Tips), ,, ,"$1,080 - $1,400 a week",2022-01-08 11:11:57.023272,,
,Nordstrom,b265055b4beb6516,Today,"Job Description
The ideal Salesperson is passionate about fashion and styling and has the ability to cultivate and grow a customer following, both digitally and in-store.
A day in the life…
Set and achieve sales goals, for both in-store and digital selling with effective use of selling tools (inclusive of text and social media)
Build lasting relationships with customers
Give the best service to our customers on their terms
Provide honest and confident feedback to customers about style and fit
Seek fashion and product knowledge to build your expertise
Work with the team to keep the department customer ready, which means filling orders, stocking, re-merchandising, price markdowns, and light cleaning
Grow relationships by opening new Nordstrom Rewards program accounts
The hours and schedule for this position will vary by week depending on business needs
This role may require you to be flexible to occasionally performing work/duties in a department other than the one you were hired into
You own this if you have…
Excellent communication and people skills
A self-motivated, goal oriented focus
Strong interest to use networking and technology to achieve sales goals
The ability to excel in a team environment
The ability to prioritize multiple tasks in a fast-paced environment
Organization and follow through
The ability to work a flexible schedule based on business needs
We’ve got you covered…
Our employees are our most important asset and that’s reflected in our benefits. Nordstrom is proud to offer a variety of benefits to support employees and their families, including:
Medical/Vision, Dental, Retirement and Paid Time Away
Life Insurance and Disability
Merchandise Discount and EAP Resources
A few more important points...
The job posting highlights the most critical responsibilities and requirements of the job. It’s not all-inclusive. There may be additional duties, responsibilities and qualifications for this job.
Nordstrom will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
Applicants with disabilities who require assistance or accommodation should contact the nearest Nordstrom location, which can be identified at www.nordstrom.com.
Nordstrom Careers Privacy Policy: https://careers.nordstrom.com/#/contact-us/privacy
© 2021 Nordstrom, Inc.
Current Nordstrom employees: To apply, log into Workday, click the Careers button and then click Find Jobs.", ,,http://www.indeed.com/rc/clk?jk=b265055b4beb6516&fccid=68ce5c21322a81a4&vjs=3,Designer Dedicated Salesperson - Saint Laurent Men's Ready to Wear - The Grove, ,,3.9, ,2022-01-08 11:12:00.220384,,
,TELUS International,LUS-Internationa,Report job,"WORK LOCATION:  Onsite location in the LA - Hollywood areaWORK SCHEDULE:  Mon – Fri, 7:00 - 6:00 PMJOB STATUS:  Full Time, temporaryJOB DURATION:  6-7 weeksSTART DATE:  ASAPNumber of Resources:  1TELUS International is looking for a Receptionist for a temporary engagement in the LA - Hollywood area.Main responsibilitiesWelcome participants to the job location.Instruct and support customers/participants throughout their time at the job location.Schedule and track customer’s appointments.Ensure customers’ satisfaction.Foresee logistic challenges and solve them proactively.Report and escalate to management as needed.Track data in spreadsheets using Excel knowledge.Coordinate project activities with team members as needed.Cooperate and report regularly to Program Manager, Project Managers and other team members.RequirementsLocated within commuting distance to the LA - Hollywood area.Availability to work at the job location at the requested schedule.Excellent customer service attitude and experience in customer service, reception, administration tasks.Experience in working in a global environment.Experience with progress tracking and reporting, comfortable with Excel or Sheets.Very organized, self-driven and able to work independently.Possesses can-do attitude and is able to think outside the box.Knowledge of Google Workspace (Sheets, Docs, Gmail).Able to work in a highly secure and confidential environment.Other language skills are a plus.APPLY TODAY!Send us your complete resume in English.All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.Contract length: 1 monthJob Types: Full-time, TemporarySchedule:Monday to FridayWeekend availabilityWork Remotely:No","Full-time, Temporary",,http://www.indeed.com/company/TELUS-International/jobs/Data-Collection-Receptionist-c07a019e935c42a5?fccid=1a93caa31afcad42&vjs=3,Data Collection Receptionist, ,,3.8, ,2022-01-08 11:12:03.072560,,
,"JPMorgan Chase Bank, N.A.",1fc5efd1d72939a8,2 days ago,"At JPMorgan Chase, we have an obsession for taking care of our customers and employees and making them feel welcomed and valued by building lasting relationships, doing the right thing, exceeding expectations and having a strong commitment to diversity and inclusion. Using the latest banking solutions, combined with cutting edge financial technology and the most welcoming and friendly service, you'll be front and center representing our brand and culture. Here at Chase, you'll have the opportunity to help people experience our Customer Promise - helping people make the most of their money so they can make the most of their lives, by providing education and advice tailored to suit their financial needs.
If you are enthusiastic about providing great customer experiences and digitally curious, join our branch family. In addition to providing education and advice tailored to suit our customers financial needs, you'll be able to take ownership of your own career development through a variety of cross-training opportunities and company support.
Job Description
As an Associate Banker at Chase, you will be at the forefront of delivering an exceptional customer experience by fostering long-lasting, meaningful relationships. Associate Bankers play a critical role in our branches engaging every customer as they enter the branch. As an Associate Banker you will:
Engage clients as they enter the branch
Help clients with everyday transactions such as depositing or cashing checks, reordering a debit card, or helping update their address
Teach clients how to use self-service options - Help customers learn how to complete their banking needs, whenever, wherever and however they want with self-service options, including the Chase Mobile App, Chase.com, and ATMs with expert knowledge in our self-service and digital platforms
Manage wait times to meet with a Banker by scheduling, rescheduling or canceling client meetings
And, identify additional opportunities and introduce them to our licensed bankers and One Chase family
Responsibilities
You'll contribute significantly to the success of the branch and helping customers by:
Engaging the client by welcoming them warmly with a pleasant demeanor, using the client name, whenever possible, and thanking them for doing business with Chase
Assisting customers and making clients feel appreciated
Utilizing expert knowledge in our self-service digital platform to communicate options to complete banking needs whenever, wherever and however the customer desires
Exhibiting strong customer service skills, presenting consumer-bank focused products and services while proactively educating clients on utilizing available access channels
Proactively collaborating with others to help customers
Helping build relationships with customers by connecting them with team members who can help them address their financial needs
Ensuring financial transactions are completed accurately and efficiently, while complying with all policies, procedures and regulatory and banking requirements
Supporting customer with traditional banking needs and complex service transactions putting the customer's needs at the center of everything
Providing proactive customer outreach to gauge success and offer new tools to help customers meet their consumer banking and investment goals
Desired Skills
Ability to make personal connections, engage customers, and always be courteous and professional in a team environment
Exhibits customer-first attitude to deliver exceptional customer experiences
Strong desire and ability to influence, educate and connect customers to technology
Exudes confidence with clients when sharing product knowledge and solutions
Excellent interpersonal communication skills, as well as strong attention to detail and time management
Professional, thorough and organized with strong follow-up skills
Active listening skills to ensure the best way forward is identified for each customer
Ability to learn products, services and procedures quickly and accurately; delivers solutions that make our One Chase products work together
Minimum 6 months of customer service experience, i.e. teller experience
High school diploma or GED equivalent required
Chase is a leading financial services firm, helping nearly half of America's households and small businesses achieve their financial goals through a broad range of financial products. Our mission is to create engaged, lifelong relationships and put our customers at the heart of everything we do. We also help small businesses, nonprofits and cities grow, delivering solutions to solve all their financial needs.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
The health and safety of our colleagues, candidates, clients and communities has been a top priority in light of the COVID-19 pandemic. JPMorgan Chase was awarded the ""WELL Health-Safety Rating"" for all of our 6,200 locations globally based on our operational policies, maintenance protocols, stakeholder engagement and emergency plans to address a post-COVID-19 environment.
As a part of our commitment to health and safety, we have implemented various COVID-related health and safety requirements for our workforce. These requirements may include sharing information in the firm's vaccine record tool, vaccination or regular testing, mask wearing, social distancing and daily health checks. Requirements may change in the future with the evolving public health landscape. JPMorgan Chase will consider accommodation requests.
Equal Opportunity Employer/Disability/Veterans",Part-time,,http://www.indeed.com/rc/clk?jk=1fc5efd1d72939a8&fccid=aaf3b433897ea465&vjs=3,Part-Time (30 hours) Associate Banker - Downtown LA - Surrounding Cities, ,,3.9, ,2022-01-08 11:12:06.036121,,
,USC,99cde522102989ab,2 days ago,"USC Bovard College provides innovative online graduate programs to support individuals during key academic and career transitions.
USC Bovard College is seeking an Admissions Advisor to counsel and guide prospective students throughout the admission process. The Admissions Counselor is responsible for all phases of the admission process, from successfully marketing the programs to qualifying students for admission selection to application completion and enrollment. The ideal candidate will be detail oriented, comfortable in decision making and counseling of applicants, organized and skilled in pipeline management, good at working both independently and as a member of a team, and an excellent communicator, both written and verbal.
Qualifications:
Bachelor’s degree
Excellent written and verbal communication skills.
Strong interpersonal skills.
Superior organizational and problem resolution skills.
Ability to establish rapport and build relationships with potential students.
Ability to adapt to changing assignments and multiple priorities.
Ability to manage multiple tasks and successfully meet deadlines.
A proven track record of achieving measurable results in a fast-paced, deadline-driven department.
Job Accountabilities:
Develop relationships with prospective students via phone in a high-volume call environment.
Connect with prospective students by telephone, email and through online presentations to advise them on Bovard College programs and encourage well qualified applicants to apply.
Use a consultative approach to help guide students through the decision making process.
Provide outstanding student centric service to applicants and prospective applicants.
Drive application completion by following up with applicants and admissions coordinators.
Achieve performance goals for each term by maintaining targeted conversion metrics at each stage of the admission process on a consistent basis.
Stay current on programmatic and field-related information.
The successful candidate will be an articulate, organized, results driven, dynamic and enthusiastic leader and team player.
Performs other related duties as assigned or requested.
Minimum Education: Bachelor's degree, Combined experience/education as substitute for minimum education Minimum Experience: 0 - 6 months Minimum Field of Expertise: Counseling skills and/or academic advisement experience", ,,http://www.indeed.com/rc/clk?jk=99cde522102989ab&fccid=7455773bace145da&vjs=3,Admissions Advisor (Remote), ,,4.1, ,2022-01-08 11:12:09.015221,,
,The Mill,0f32b5c2aba9ee6d,Just posted,"Company Description
The Mill is a global creative partner for agencies, production companies and brands, working across all media channels and platforms.
We are trusted specialists in visual effects, creative technologies and content production Our projects include the creation of digital products and virtual experiences, as well as world class visual effects and video production.
We are a vibrant network of talented artists, producers, directors and creative technologists from multinational backgrounds. We nurture innovation, flexibility and diverse ideas across our studios in London, New York, Los Angeles, Chicago, Berlin and Bangalore. We are all united by one single ambition: To create extraordinary and memorable work that captivates and excites audiences.
We are The Mill. We create the extraordinary.

Job Description
We are currently looking to hire a Scheduler to join our team in LA.
The scheduler is responsible for scheduling the jobs provided by the in-house producers and various external clients when requested. Their responsibility is to work closely with the Producers, Executive Producers and Head of Production in order to maximize the resources of the company and ensure that the job is scheduled in a timely manner and with enough time to effectively complete all work as per the producers notes and instruction. By working with Production and Heads of Department, they are accountable for the securing the appropriate talent to facilitate the efficient workflow to satisfy client requirements. Their role also involves artist development, but ensuring that key creative talent is nurtured internally through project allocation and team selection.
Responsibilities:Working within a team to schedule the needs of the producer and clientMaximizing revenue by scheduling work between the flame, smoke and Telecine suites effectively. Balance freelance needs as well.Chasing unconfirmed pencils in a timely manner to allow old bookings to fall away and new business to be scheduled appropriately.Reading and checking quotes according to the suite time booked and keeping the boards up to date with any changes to either the quote or work flow.Highlighting if a clash of schedules arises and working with colleagues and producers to find a successful solution while maximizing revenue.Knowledge of the technical capabilities of particular suites to effectively schedule work projects and advise clients and producers of any new working methods.Meticulous attention to detail when entering new information into CETA. Sharing information evenly between your work colleagues to maximize work flow of the scheduling department.Relaying important information between the Library, MCR and Support to allow projects to reach the desired department quickly.Creating and updating worksheets for each suite to allow the jobs to be tracked and operators to know where and what they will be doing on a daily basisHighlighting any issues to your manager quickly which may affect work flow and or hinder the effective allocation of resources for that day.A responsibility to report and monitor extreme working hours of Operation and along with the Creative Resources Manager to allocate appropriate rest time or days in lieu.Manage Artist vacation and time off to ensure creative teams are efficiently deployed and allocatedSecure/Confirm freelancers on as needed basis.Run weekly scheduling meetings - one of which is a status update for MD, COO, EPs, & HOP and one of which is for the production team to assess team needs on a

Qualifications

Experience working within post-production/agency in a runner, post production assistant, scheduling or bookings role
Excellent communication and project management skills
Curious, flexible, problem solver
Experience working with a scheduling software is beneficial
 Strong project planning skills
Capacity to manage a busy workload with high productivity
 Responsive and flexible to ever changing needs and environment
Knowledge of 2D, CG, Design, Grading software and skillsets is a plus
Additional Information
Please click here to review our privacy notices for job applicants.
If you require assistance applying, please reach out to recruitment@themill.com and we'll be happy to assist.
At The Mill, we want to work with the best people and we want them to have a great career with us. We will make reasonable adjustments during the recruitment process and beyond to help people shine and enable them to show us their skills and experience. We are committed to an inclusive workplace that reflects the needs of a diverse workforce. We will offer flexible working practices and make relevant workplace adjustments for employees who need them to be at their best.",Full-time,,http://www.indeed.com/rc/clk?jk=0f32b5c2aba9ee6d&fccid=f3a39a118b119e14&vjs=3,Scheduler, ,,3.8, ,2022-01-08 11:12:12.085803,,
,Lulus.com,1c5283fe8c1e5dbd,Today,"Job Details
Job Location
LA Office - Los Angeles, CA
Position Type
Full Time
Join the LuCrew!

Lulus Vision
At Lulus, our team is committed to offering the best possible service to our customers throughout the world. Our fun and casual work environment focuses on innovation and teamwork at all levels of the organization. We are always on the lookout for talented and dedicated people to join the Lulus team as we continue to build our community!

Our Commitment
Lulus is proud to be an equal opportunity employer and strives to create an organizational climate that fosters belonging, dignity, and justice so that all of our team members can show up as their authentic selves and thrive. We are committed to increasing the representation of marginalized people across our team through hiring practices that value lived experience and unique perspectives. Our work environment embraces creative expression, collaboration, and connection without the expectation of assimilation.

The Assistant Developer is responsible for assisting the Senior Developer in the development process from concept to completion, developing a product that is trend relevant and aligns to the aesthetic of the Lulus consumer, while providing a line that meets the buying teams business objectives and cost parameters. In addition, staying up to date on the latest trends, influencers, the aspirational and competitive landscape for their categories, and maintaining strong relationships with the vendor community and leading.

What Youll Do
Research and stay up to speed on macro/emerging trends, key runway designers and influencers, aspirational benchmarks, and competitive landscape for their categories and determine relevancy through the Lulus consumer lens.
Assist Developer in 365 Development to ensure an ongoing pipeline of new ideas to maximize sales trends, evolve key programs, and meet the needs of the business model.
Partner with Developer, Vendor, and Production to ensure fabric, design details, and garments are within cost parameters.
Assist in pulling together directions for the developer to provide inspiration to the vendors for fabric, print/pattern, wash, and silhouette direction for their categories.
Build and maintain strong relationships with vendors
Scout new samples/vendors to recommend products to be sold on Lulus.com
Other duties as assigned
What Youll Need
Experience in Design and Product Development for Womens Fast Fashion
Experience in assisting with developing and identifying seasonal trends and creating stories and mood boards.
Strong understanding of style, silhouettes, construction techniques, color, trims, fabric/yarn, print/pattern, and wash.
Thorough knowledge of trends and fashion
Keen understanding of the Lulus Customer
Ability to filter global trends through the lens of the targeted consumer.
Excellent written and communication skills
Ability to work collaboratively throughout the organization
Sense of urgency, highly detailed, and experience in meeting deadlines
Nice to Have - Bonus Points!
Fashion Design Degree preferred
1-2 years of Womens Design/Development experience preferably at the Assistant level
What Youll Love About Us
Great Company Culture - Where you can be you!
Work that stays at work - Genuine work/life balance
Rest and Relaxation - Paid time off, 8 Holidays, 2 floating days
Health Benefits - Medical with FSA, Dental and Vision
Prepare for the future - 401(k) with 4% company match
Wardrobe Perks - 30% employee discount!
Were ready to meet you! Come help us achieve our ambitious goals!",Full-time,,http://www.indeed.com/rc/clk?jk=1c5283fe8c1e5dbd&fccid=a5150acad96ee1bb&vjs=3,Assistant Developer, ,,3.2, ,2022-01-08 11:12:16.022197,,
,Adobe,5b6ea97f42329822,2 days ago,"locations
Los Angeles
time type
Full time
posted on
Posted Today
job requisition id
R118847
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!
The Opportunity
Frame.io, an Adobe Company, is changing the future of how videos are made by helping over 1 million creative professionals seamlessly collaborate from all over the world. The Frame.io Support team delivers solutions, troubleshoots issues, and provides an over-and-above positive experience for customers in 180+ countries.
If you love moving 100 miles an hour while keeping a pulse on everything that’s going on around you, you’ll thrive in this role! You’ll be supporting our SVP of Global Innovation as well as the broader Innovation team to make their day to day run smoothly and efficiently.
What you'll do
Be a representative of your executive, including in-person meeting coordination, email correspondence, liaising between departments and key stakeholders, and taking meeting minutes.
Perform administrative tasks including: complex calendar management, prepare expense reports and partnering with multiple teams to resolve any logistical issues.
Coordinate travel including air and ground transportation, hotel reservations, security, visas and other travel documentation.
Proactively prioritize and maintain focus on initiatives, projects and programs supported by the team.
Plan and coordinate team off-sites as well as client-facing events.
What you need to succeed
2+ years experience providing direct administrative support to 1 or more executives or senior leadership
2+ years direct calendar management and expense report management for 1 or more executives or senior leadership
2+ years of experience coordinating travel logistics on behalf of 1 or more executives or senior leadership
Exceptional attention to detail with fantastic organizational skills and follow through on tasks
Strong communication skills and ability to interact with internal and external partners
Proven ability to work well under pressure in a rapidly changing environment, prioritizing and juggling multiple projects
Ability to handle information with the utmost professionalism and confidentiality
Experience with event planning
An interest in the media/film industry is a plus!
Frameio-All1",Full-time,,http://www.indeed.com/rc/clk?jk=5b6ea97f42329822&fccid=f89deb5a97c7738a&vjs=3,"Administrative Assistant, Frame.io Innovation", ,,4.3, ,2022-01-08 11:12:18.419442,,
,Directcare,4d75081c702bfe9b,2 days ago,"Direct Care is a mobile testing service that provides high profile clients with a ""concierge"" style service that allows them to be tested for COVID-19 and COVID-19 antibodies.
Our mission is to make healthcare convenient by delivering reliable services directly to your home. Directcare offers its clients independently validated testing by CLIA-certified labs in compliance with FDA notification guidelines under the 2020 Emergency Use Authorization Act. We've assembled a team of certified allied medical providers who are passionate about delivering top tier concierge service at every appointment. Our goal is to assist our clients with new safety measures by implementing testing protocols for staff and employees that are aligned with local requirements.
DirectCare is a COVID Testing Company in search of a Weekend Scheduler who will be Responsible for creating, updating and managing the team schedules.
The primary responsibility is to efficiently coordinate client schedules with CPTs skill set and availability. Candidates must have weekend availability during the daytime hours, as well as previous work experience in a customer service or people oriented industry.
JOB RESPONSIBILITIES:
Computer proficiency with working knowledge of Microsoft Office, and ability to learn new software.
Familiar with computerized scheduling programs preferred.
Ability to effectively triage incoming telephone information with urgency and calmness.
Assess all clinician schedules to ensure productivity standards are met.
Assist managers with ensuring day to day operations and work flow according to timelines and standards.
Excellent interpersonal and customer service skills with ability to interact with a diverse population.
Strong written, verbal and electronic communications skills.
Ability to deal with sensitive information and maintain confidentiality.
Attention to detail and excellent organizational skills.
Ability to respond to the demands and continuous changes in the work environment.
Serve as a point of contact between clients and team members
Performs other duties as assigned.
QUALIFICATIONS:
High school diploma or equivalent
Ability to prioritize and multitask
Ability to work well in teams
Typing and computer skills
Job Type: Full-time
Pay: $18.00 - $20.00 per hour
COVID-19 considerations:Yes, Free Covid Testing
Supplemental pay: 401k, Health Insurance, Phone Stipend, Remote Work Set Up", ,,http://www.indeed.com/rc/clk?jk=4d75081c702bfe9b&fccid=4c6bb1153742e3c1&vjs=3,Weekend Scheduler, ,,4,$18 - $20 an hour,2022-01-08 11:12:20.160491,,
,UNITED PARCEL SERVICE,0375316c1e333d2a,2 days ago,"UPS is seeking an experienced Administrative Assistant III. Are you looking to expand your horizons with the world's largest transportation and logistics company? If so, we want to hear from you!

The Administrative Assistant III will thrive in a fast-paced office environment demonstrating strong analytical, oral/written communication, problem solving, research, and time management skills.

Responsibilities and Duties

Prepares complex reports and presentations
Performs analysis using various software and databases, e.g., MS Access
Determines methods and procedures for completing complex tasks
Provides advanced office support knowledge and skills
Prepares information for internal and external contacts
Handles all other task as assigned by supervisor and/or manager
Knowledge and Skills

Ability to manage multiple tasks in a fast-paced environment under minimal supervision with a high attention to detail
Possesses strong analytical, oral/written communication, problem solving, research, and time management skills
Demonstrates accurate and rapid data entry
High school diploma or equivalent
Two or more years of general office experience
Proficient in Microsoft Office (Word, Excel, Access, and Outlook) – Preferred

UPS is an equal opportunity employer. UPS does not discriminate on the basis of race/color/religion/sex/national origin/veteran/disability/age/sexual orientation/gender identity or any other characteristic protected by law", ,,http://www.indeed.com/rc/clk?jk=0375316c1e333d2a&fccid=fcf465e707df52fb&vjs=3,UPS Capital Operations Admin Assistant III, ,,3.7, ,2022-01-08 11:12:22.417837,,
,XPO Logistics,185c4ca4358e9e03,1 day ago,"Solutions driven success.
XPO is a top ten global provider of transportation services, with a highly integrated network of people, technology and physical assets. At XPO Logistics, we look for employees who like a challenge and can communicate effectively in all situations. We want to leverage your skills and years of experience to drive positive results while ensuring a bright future for yourself and XPO. If you’re looking for a growth opportunity, join us at XPO.
Pay, benefits and more.
Pay starts at $19.56/hour
Experienced forklift operators can start at $24.03/hour
Dockworker
Life and disability insurance
9 paid company holidays
401(k) option with company match
Employee stock purchase plan
Education assistance
What you’ll do on a typical day:
Efficiently sort, handle, load and unload palletized and non-palletized freight
Use appropriate motorized and manual equipment, including pallet jack, forklift and by hand
Secure freight inside trailers using appropriate tools and supplies
Work in a safe, efficient manner, adhering to company safety policies
Use mobile handheld devices to scan and track shipments
Work on a dock that is not climate-controlled for extended periods of time
What you need to succeed at XPO:
At a minimum, you’ll need:
To be at least 18 years of age
Ability to do basic math calculations, with and without a calculator
Availability to work a variety of shifts, including days, evenings, nights and weekends due to varying freight volumes
It’d be great if you also have:
Dock/warehouse experience in the transportation industry
Forklift experience in a freight/less-than-truckload environment
Experience loading and unloading trailers
Desire to succeed with a strong attention to detail
This job requires the ability to:
Lift freight and other objects of various shapes, sizes and weights (up to 50 lbs. frequently and greater than 70 lbs. occasionally)
Sort, handle, load and unload palletized and non-palletized freight using appropriate motorized and manual equipment, including a pallet jack, forklift and by hand
Safely walk and stand for extended periods of time on a loading dock that is not climate-controlled and may be slippery
Reach (including above your head), bend, climb, push, pull, twist, squat and kneel
Be part of something big.
We are proud to be an Equal Opportunity/Affirmative Action employer. Qualified applicants will receive consideration for employment without regard to race, sex, disability, veteran or other protected status.
All applicants who receive a conditional offer of employment may be required to take and pass a pre-employment drug test.
The above statements are not an exhaustive list of all required responsibilities, duties and skills for this job classification.
Review XPO's candidate privacy statement here.", ,,http://www.indeed.com/rc/clk?jk=185c4ca4358e9e03&fccid=518acc75d1476dc2&vjs=3,Forklift Operator - Part-Time,"1955 E Washington Blvd, Los Angeles, CA 90021",,3.2,From $24.03 an hour,2022-01-08 11:12:36.415405,,
,Tinder,830eab829eb4973b,1 day ago,"Tinder is on a mission to change the world by bringing people together and facilitating millions of connections that otherwise might not have been possible. With tens of millions of users and an expansive global presence, our reach is expansive—and rapidly growing.
At Tinder we are passionate about building inclusive teams that are motivated to bring our global user base one swipe closer to a new adventure! Our strength as a recruiting team lies in our ability to strategize with our leaders as partners - this is not a top down organization. And of course, keeping a memorable and high-touch experience for our candidates is a core part of pipeline management.
We are looking to bring on a Recruiting Coordinator to support our hiring needs.
What you’ll do:
Partner closely with the recruiting team to facilitate candidates through the interview process, acting as the liaison between candidates, hiring managers, and interviewers.
Manage and maintain the candidate interview process including scheduling phone, technical, and virtual interviews, while providing a high-quality experience to candidates throughout the recruitment process.
Track, update, and maintain candidate interviews in our applicant tracking system (Lever).
Coordinate post-interview debrief meetings.
What we're looking for:
Experience in recruiting coordination and interview scheduling.
Experience with an applicant tracking system. Lever a plus.
Experience with G-Suite.
Ability to be organized and detail-oriented in a fast-paced work environment.
Outstanding written and oral communication skills.
Ability to maintain confidentiality and navigate sensitive information with tact.", ,,http://www.indeed.com/rc/clk?jk=830eab829eb4973b&fccid=12c109dc261fc3cb&vjs=3,Recruiting Coordinator, ,,4.6, ,2022-01-08 11:12:39.268551,,
